Name,Team,Position,Price,Ownership %,Expected Goals,Expected Assists,Total Points,Form,Fixture Difficulty (Next 3)
C.Richards,Crystal Palace,Defender,4.4,0.2,0.36,0.09,35,2.7,3.0
Chadi Riad,Crystal Palace,Defender,4.3,0.0,0.0,0.02,1,0.0,3.0
Clyne,Crystal Palace,Defender,4.3,0.1,0.01,0.13,16,0.3,3.0
Ebiowei,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Eze,Crystal Palace,Midfielder,6.7,7.6,4.98,2.97,75,1.3,3.0
Guéhi,Crystal Palace,Defender,4.6,8.6,1.5,1.09,89,3.7,3.0
Henderson,Crystal Palace,Goalkeeper,4.5,12.5,0.01,0.02,88,3.0,3.0
Holding,Crystal Palace,Defender,4.2,0.1,0.0,0.0,0,0.0,3.0
Hughes,Crystal Palace,Midfielder,4.9,0.1,0.82,1.81,48,2.0,3.0
Kamada,Crystal Palace,Midfielder,5.1,0.1,0.7,0.99,29,1.7,3.0
Lerma,Crystal Palace,Midfielder,4.8,0.0,0.78,1.29,32,2.0,3.0
Mateta,Crystal Palace,Forward,7.3,8.4,10.64,2.06,110,7.3,3.0
M.França,Crystal Palace,Midfielder,4.4,0.2,0.0,0.0,0,0.0,3.0
Matthews,Crystal Palace,Goalkeeper,3.9,0.6,0.0,0.0,0,0.0,3.0
Mitchell,Crystal Palace,Defender,4.8,1.9,0.63,2.89,79,2.7,3.0
Muñoz,Crystal Palace,Defender,4.8,7.7,3.53,2.27,89,5.3,3.0
Ozoh,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Rak-Sakyi,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Schlupp,Crystal Palace,Midfielder,4.6,0.1,0.17,0.14,12,0.0,3.0
Ward,Crystal Palace,Defender,4.3,0.1,0.0,0.0,0,0.0,3.0
Wharton,Crystal Palace,Midfielder,4.7,0.1,0.22,0.67,17,0.7,3.0
Turner,Crystal Palace,Goalkeeper,3.9,9.2,0.0,0.0,0,0.0,3.0
I.Sarr,Crystal Palace,Midfielder,5.6,1.9,4.64,4.19,84,2.3,3.0
Umeh-Chibueze,Crystal Palace,Midfielder,4.4,0.0,0.0,0.0,0,0.0,3.0
Devenny,Crystal Palace,Midfielder,4.5,0.1,0.49,0.31,20,0.7,3.0
Agbinone,Crystal Palace,Midfielder,4.5,0.0,0.02,0.01,2,0.0,3.0
Rodney,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Lacroix,Crystal Palace,Defender,4.5,0.8,2.02,0.54,76,3.7,3.0
Kporha,Crystal Palace,Defender,4.0,0.0,0.0,0.02,2,0.0,3.0
Marsh,Crystal Palace,Forward,4.5,0.3,0.0,0.0,0,0.0,3.0
Esse,Crystal Palace,Midfielder,5.0,0.1,0.32,0.0,8,2.7,3.0
Glasner,Crystal Palace,Unknown,0.8,0.9,0.0,0.0,12,4.0,3.0
Broja,Everton,Forward,5.4,0.1,0.11,0.09,5,0.0,3.0
A.Doucoure,Everton,Midfielder,5.1,0.3,1.79,0.73,51,2.5,3.0
Beto,Everton,Forward,4.9,2.8,3.49,0.07,50,7.8,3.0
Branthwaite,Everton,Defender,4.8,1.6,0.54,0.23,60,5.0,3.0
Calvert-Lewin,Everton,Forward,5.4,1.2,6.05,0.63,59,0.2,3.0
Coleman,Everton,Defender,4.3,0.0,0.62,0.01,3,0.0,3.0
Gana,Everton,Midfielder,4.8,0.6,0.97,1.04,58,2.2,3.0
Garner,Everton,Midfielder,4.9,0.0,0.09,0.64,17,2.5,3.0
Harrison,Everton,Midfielder,5.2,0.1,2.37,1.5,39,1.2,3.0
Holgate,Everton,Defender,4.0,0.2,0.0,0.0,1,0.0,3.0
Iroegbunam,Everton,Midfielder,4.3,0.6,0.23,0.13,14,1.5,3.0
J.Virginia,Everton,Goalkeeper,3.9,0.6,0.0,0.0,0,0.0,3.0
Keane,Everton,Defender,3.9,4.6,0.43,0.02,33,0.0,3.0
Maupay,Everton,Forward,4.9,0.2,0.0,0.0,0,0.0,3.0
McNeil,Everton,Midfielder,5.1,1.2,0.87,3.96,65,0.0,3.0
Mykolenko,Everton,Defender,4.4,8.7,0.39,1.2,74,3.8,3.0
Ndiaye,Everton,Forward,5.5,4.0,3.58,1.03,81,4.2,3.0
Patterson,Everton,Defender,4.4,0.0,0.07,0.3,7,0.5,3.0
Pickford,Everton,Goalkeeper,5.1,18.0,0.0,0.16,108,4.5,3.0
Tarkowski,Everton,Defender,4.8,2.9,1.06,1.93,88,6.5,3.0
Y. Chermiti,Everton,Forward,4.9,0.0,0.0,0.0,0,0.0,3.0
Young,Everton,Defender,4.6,2.5,0.27,1.47,79,1.8,3.0
Alcaraz,Everton,Midfielder,4.9,0.1,0.31,0.1,15,3.5,3.0
Lindstrøm,Everton,Midfielder,5.0,0.1,2.13,1.88,35,2.0,3.0
O'Brien,Everton,Defender,4.5,0.2,0.0,0.06,18,3.5,3.0
Armstrong,Everton,Midfielder,4.4,0.2,0.37,0.0,2,0.0,3.0
Metcalfe,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Begovic,Everton,Goalkeeper,4.0,0.2,0.0,0.0,0,0.0,3.0
Dixon,Everton,Defender,4.0,0.1,0.0,0.0,0,0.0,3.0
Mangala,Everton,Midfielder,5.0,0.0,1.13,0.59,39,0.8,3.0
Bates,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Sherif,Everton,Forward,4.5,0.1,0.0,0.0,0,0.0,3.0
Moyes,Everton,Unknown,0.5,13.9,0.0,0.0,49,12.2,3.0
Heath,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Coby Ebere,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Nelson,Fulham,Midfielder,5.0,0.0,1.07,0.96,27,0.0,2.33
Smith Rowe,Fulham,Midfielder,5.2,9.0,3.9,1.54,89,4.3,2.33
Andersen,Fulham,Defender,4.2,3.8,0.36,0.31,34,1.7,2.33
Adama,Fulham,Midfielder,4.6,1.7,3.65,3.6,63,3.0,2.33
Andreas,Fulham,Midfielder,4.9,0.9,3.04,3.19,55,1.7,2.33
Bassey,Fulham,Defender,4.5,0.5,0.99,0.24,58,4.0,2.33
Benda,Fulham,Goalkeeper,3.9,0.4,0.0,0.0,0,0.0,2.33
Cairney,Fulham,Midfielder,4.8,0.0,0.15,0.92,20,0.3,2.33
Castagne,Fulham,Defender,4.2,1.7,0.15,0.35,31,2.0,2.33
Diop,Fulham,Defender,4.4,0.2,0.51,0.03,26,0.3,2.33
Harris,Fulham,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.33
Iwobi,Fulham,Midfielder,5.7,5.4,3.19,5.17,109,2.0,2.33
Leno,Fulham,Goalkeeper,5.0,2.7,0.0,0.02,75,2.0,2.33
Lukić,Fulham,Midfielder,4.8,0.1,0.82,1.09,39,2.0,2.33
Mbabu,Fulham,Defender,4.0,0.1,0.0,0.0,0,0.0,2.33
Muniz,Fulham,Forward,5.5,1.5,3.98,0.1,55,3.3,2.33
Raúl,Fulham,Forward,5.6,8.5,9.14,1.65,105,5.0,2.33
Ream,Fulham,Defender,4.5,0.0,0.0,0.0,0,0.0,2.33
Reed,Fulham,Midfielder,4.7,0.0,0.14,0.09,7,0.3,2.33
Robinson,Fulham,Defender,5.1,25.8,0.69,3.14,90,2.7,2.33
Stansfield,Fulham,Forward,5.0,0.0,0.0,0.0,1,0.0,2.33
Tete,Fulham,Defender,4.4,0.2,1.02,0.44,37,0.0,2.33
Vinicius,Fulham,Forward,5.0,0.3,0.06,0.0,1,0.0,2.33
Wilson,Fulham,Midfielder,5.2,0.3,3.29,0.94,63,0.3,2.33
Sessegnon,Fulham,Defender,4.1,0.1,0.0,0.0,4,0.7,2.33
J.Cuenca,Fulham,Defender,4.4,0.0,0.0,0.0,4,0.0,2.33
King,Fulham,Midfielder,4.5,0.1,0.2,0.65,7,0.0,2.33
Godo,Fulham,Midfielder,4.4,0.0,0.0,0.0,1,0.0,2.33
Berge,Fulham,Midfielder,5.0,0.0,0.16,0.37,35,2.0,2.33
Amissah,Fulham,Defender,4.0,0.0,0.0,0.0,0,0.0,2.33
Silva,Fulham,Unknown,1.1,0.9,0.0,0.0,36,12.0,2.33
Willian,Fulham,Midfielder,5.0,0.0,0.0,0.07,1,1.0,2.33
Enciso,Ipswich,Midfielder,5.4,0.1,1.49,0.53,20,2.0,4.0
Al-Hamadi,Ipswich,Forward,4.7,0.3,0.35,0.04,8,0.0,4.0
Baggott,Ipswich,Defender,4.0,0.0,0.0,0.0,0,0.0,4.0
Broadhead,Ipswich,Midfielder,4.9,0.0,1.01,0.9,13,1.0,4.0
Burgess,Ipswich,Defender,3.9,1.7,0.72,0.23,14,0.0,4.0
Burns,Ipswich,Midfielder,4.8,0.0,0.5,1.17,30,0.3,4.0
Chaplin,Ipswich,Midfielder,5.1,0.1,1.18,0.54,33,0.0,4.0
H.Clarke,Ipswich,Defender,4.0,0.1,0.08,0.1,1,0.0,4.0
Davis,Ipswich,Defender,4.4,1.4,0.84,3.65,48,0.3,4.0
Delap,Ipswich,Forward,5.6,3.6,7.58,1.26,101,6.0,4.0
Edmundson,Ipswich,Defender,4.0,0.1,0.0,0.0,1,0.0,4.0
Greaves,Ipswich,Defender,3.9,4.5,0.68,0.09,30,2.7,4.0
Harness,Ipswich,Midfielder,4.9,0.0,0.0,0.05,2,0.0,4.0
Hirst,Ipswich,Forward,5.4,0.0,0.97,0.1,22,1.0,4.0
Humphreys,Ipswich,Midfielder,4.5,0.0,0.0,0.0,0,0.0,4.0
Hutchinson,Ipswich,Midfielder,5.2,0.3,1.79,1.5,63,2.7,4.0
Johnson,Ipswich,Defender,3.9,2.1,0.4,0.39,16,1.0,4.0
Ladapo,Ipswich,Forward,4.5,0.4,0.0,0.0,0,0.0,4.0
Luongo,Ipswich,Midfielder,4.4,0.2,0.0,0.01,9,0.3,4.0
Morsy,Ipswich,Midfielder,4.9,0.1,0.31,1.0,51,1.3,4.0
Ndaba,Ipswich,Defender,4.0,0.0,0.0,0.0,0,0.0,4.0
Slicker,Ipswich,Goalkeeper,3.9,0.7,0.0,0.0,0,0.0,4.0
Taylor,Ipswich,Midfielder,4.8,0.0,0.55,0.71,23,0.7,4.0
Tuanzebe,Ipswich,Defender,3.9,1.6,0.18,0.09,15,-0.3,4.0
Walton,Ipswich,Goalkeeper,4.3,0.2,0.0,0.0,14,0.0,4.0
Woolfenden,Ipswich,Defender,4.0,1.3,0.03,0.02,14,0.3,4.0
Phillips,Ipswich,Midfielder,4.8,0.1,0.39,0.32,21,1.0,4.0
Muric,Ipswich,Goalkeeper,4.4,0.8,0.0,0.01,49,0.3,4.0
Jaden,Ipswich,Midfielder,5.3,0.0,0.46,0.21,13,1.0,4.0
Townsend,Ipswich,Defender,3.9,0.6,0.0,0.15,4,1.0,4.0
Szmodics,Ipswich,Midfielder,5.7,0.2,3.44,0.44,52,0.0,4.0
Cajuste,Ipswich,Midfielder,4.5,0.2,0.17,0.28,32,1.3,4.0
O'Shea,Ipswich,Defender,4.0,1.4,0.83,0.17,31,1.0,4.0
J.Clarke,Ipswich,Midfielder,5.4,0.0,0.83,0.71,30,0.7,4.0
Ogbene,Ipswich,Midfielder,4.8,0.0,0.0,0.05,7,0.0,4.0
Godfrey,Ipswich,Defender,4.0,0.0,0.0,0.02,0,0.0,4.0
McKenna,Ipswich,Unknown,0.5,0.4,0.0,0.0,11,3.7,4.0
Palmer,Ipswich,Goalkeeper,4.5,0.0,0.0,0.0,4,4.0,4.0
Buonanotte,Leicester,Midfielder,4.7,0.6,3.28,1.98,59,0.3,3.0
J.Ayew,Leicester,Midfielder,5.2,0.2,3.35,1.13,56,2.0,3.0
Edouard,Leicester,Forward,5.1,0.2,0.39,0.07,7,0.0,3.0
B.Soumaré,Leicester,Midfielder,4.4,0.4,0.21,0.64,24,2.0,3.0
Cannon,Leicester,Forward,4.5,0.3,0.0,0.0,0,0.0,3.0
Choudhury,Leicester,Midfielder,4.4,1.9,0.0,0.19,4,0.0,3.0
Coady,Leicester,Defender,4.0,0.4,0.0,0.45,8,0.3,3.0
Daka,Leicester,Forward,4.8,0.7,0.5,0.03,20,1.0,3.0
De Cordova-Reid,Leicester,Midfielder,5.2,0.1,0.75,0.13,40,3.7,3.0
Faes,Leicester,Defender,3.9,6.4,1.14,0.35,31,1.0,3.0
Golding,Leicester,Midfielder,4.4,0.2,0.0,0.0,0,0.0,3.0
Hermansen,Leicester,Goalkeeper,4.4,0.4,0.0,0.02,41,1.0,3.0
Iversen,Leicester,Goalkeeper,3.9,0.9,0.0,0.0,0,0.0,3.0
Justin,Leicester,Defender,4.1,1.5,1.37,0.48,44,1.0,3.0
Kristiansen,Leicester,Defender,4.4,0.1,0.1,1.59,28,1.0,3.0
Marcal,Leicester,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Mavididi,Leicester,Midfielder,5.0,0.3,1.56,3.09,56,0.7,3.0
McAteer,Leicester,Midfielder,4.7,0.0,0.55,0.22,18,0.0,3.0
Ndidi,Leicester,Midfielder,4.9,0.2,1.64,1.13,39,0.7,3.0
Okoli,Leicester,Defender,4.0,0.6,0.14,0.1,19,0.7,3.0
Ricardo,Leicester,Defender,4.1,0.1,0.0,0.03,2,0.0,3.0
Souttar,Leicester,Defender,4.0,0.0,0.0,0.0,0,0.0,3.0
Stolarczyk,Leicester,Goalkeeper,4.0,0.6,0.0,0.0,10,0.7,3.0
Thomas,Leicester,Defender,3.9,1.7,0.02,0.05,1,0.0,3.0
Vardy,Leicester,Forward,5.4,5.3,8.41,2.14,92,4.0,3.0
Vestergaard,Leicester,Defender,3.9,1.8,0.04,0.08,11,0.7,3.0
Ward,Leicester,Goalkeeper,3.9,2.1,0.0,0.0,2,0.0,3.0
Winks,Leicester,Midfielder,4.4,5.8,0.21,1.5,37,1.0,3.0
Skipp,Leicester,Midfielder,4.7,0.0,0.13,0.28,18,0.3,3.0
A.Fatawu,Leicester,Midfielder,5.1,0.2,0.41,1.42,26,0.0,3.0
Alves,Leicester,Midfielder,4.4,0.1,0.0,0.0,1,0.0,3.0
Nelson,Leicester,Defender,4.0,0.0,0.0,0.0,0,0.0,3.0
El Khannouss,Leicester,Midfielder,4.8,0.2,0.52,1.33,50,4.0,3.0
Cartwright,Leicester,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.0
Wilson-Brown,Leicester,Defender,4.0,0.0,0.0,0.0,0,0.0,3.0
Coulibaly,Leicester,Defender,4.0,0.0,0.0,0.03,2,0.7,3.0
Van Nistelrooy,Leicester,Unknown,0.5,0.4,0.0,0.0,8,2.7,3.0
A.Becker,Liverpool,Goalkeeper,5.5,9.4,0.0,0.2,73,3.2,2.33
Alexander-Arnold,Liverpool,Defender,7.4,32.6,1.28,6.41,121,5.0,2.33
Bajcetic,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.33
Bradley,Liverpool,Defender,4.7,0.3,0.49,0.26,16,0.8,2.33
Clark,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.33
Darwin,Liverpool,Forward,7.0,2.2,4.04,0.35,49,1.0,2.33
Diogo J.,Liverpool,Midfielder,7.2,2.6,6.16,1.04,68,1.8,2.33
Doak,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.33
Elliott,Liverpool,Midfielder,5.2,0.2,0.07,0.35,12,0.2,2.33
Endo,Liverpool,Midfielder,4.6,0.1,0.0,0.04,11,0.6,2.33
Gakpo,Liverpool,Forward,7.6,18.8,5.4,2.71,94,4.6,2.33
Gomez,Liverpool,Defender,4.7,0.4,0.33,0.09,14,0.0,2.33
Gravenberch,Liverpool,Midfielder,5.0,0.8,0.86,2.95,63,2.2,2.33
Jones,Liverpool,Midfielder,5.3,0.3,3.47,0.71,65,1.4,2.33
Kelleher,Liverpool,Goalkeeper,4.0,1.2,0.0,0.0,37,0.0,2.33
Konaté,Liverpool,Defender,5.2,7.6,1.03,0.78,68,2.6,2.33
Luis Díaz,Liverpool,Midfielder,7.5,17.5,6.87,2.19,121,4.2,2.33
M.Salah,Liverpool,Midfielder,13.7,71.9,19.13,6.02,271,11.4,2.33
Mac Allister,Liverpool,Midfielder,6.2,2.0,2.18,3.7,75,3.4,2.33
McConnell,Liverpool,Midfielder,4.4,0.1,0.0,0.0,0,0.0,2.33
Morton,Liverpool,Midfielder,4.4,0.1,0.0,0.0,0,0.0,2.33
N.Phillips,Liverpool,Defender,4.0,0.1,0.0,0.0,0,0.0,2.33
Quansah,Liverpool,Defender,3.9,1.2,0.0,0.14,6,0.4,2.33
R.Williams,Liverpool,Defender,4.0,0.0,0.0,0.0,0,0.0,2.33
Robertson,Liverpool,Defender,5.9,4.4,0.55,3.47,69,2.6,2.33
Szoboszlai,Liverpool,Midfielder,6.3,2.8,5.52,4.16,86,4.4,2.33
Tsimikas,Liverpool,Defender,4.6,0.2,0.08,1.05,25,0.2,2.33
Virgil,Liverpool,Defender,6.4,22.9,1.53,0.7,93,2.0,2.33
Chiesa,Liverpool,Midfielder,6.8,0.2,0.16,0.09,3,0.2,2.33
Jaros,Liverpool,Goalkeeper,4.0,0.1,0.0,0.0,1,0.0,2.33
Davies,Liverpool,Goalkeeper,4.0,0.0,0.0,0.0,0,0.0,2.33
Nyoni,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.33
Nallo,Liverpool,Defender,4.0,0.0,0.0,0.0,0,0.0,2.33
Danns,Liverpool,Forward,4.5,0.0,0.0,0.01,1,0.2,2.33
Slot,Liverpool,Unknown,1.5,37.8,0.0,0.0,38,7.6,2.33
Akanji,Man City,Defender,5.3,2.5,0.7,1.09,44,0.7,2.67
Aké,Man City,Defender,5.3,0.8,0.22,0.15,24,0.0,2.67
Bernardo,Man City,Midfielder,6.2,2.7,2.82,3.27,72,1.0,2.67
Bobb,Man City,Midfielder,4.7,0.1,0.0,0.0,0,0.0,2.67
Carson,Man City,Goalkeeper,3.9,0.2,0.0,0.0,0,0.0,2.67
De Bruyne,Man City,Midfielder,9.3,3.9,2.54,4.45,72,0.7,2.67
Doku,Man City,Midfielder,6.2,1.3,0.77,1.81,59,0.3,2.67
Ederson M.,Man City,Goalkeeper,5.3,4.7,0.0,0.02,60,6.3,2.67
Foden,Man City,Midfielder,9.3,7.6,4.61,4.95,92,4.0,2.67
Grealish,Man City,Midfielder,6.4,0.2,0.78,1.52,25,0.0,2.67
Gvardiol,Man City,Defender,5.9,18.6,4.18,2.18,95,4.7,2.67
Haaland,Man City,Forward,14.7,27.4,18.3,1.66,154,7.7,2.67
J.Alvarez,Man City,Forward,7.0,0.1,0.0,0.0,0,0.0,2.67
João Cancelo,Man City,Defender,5.3,0.2,0.0,0.0,0,0.0,2.67
Kovačić,Man City,Midfielder,5.4,1.2,1.39,2.51,75,1.3,2.67
Lewis,Man City,Defender,4.4,4.4,1.1,0.82,53,2.0,2.67
Matheus N.,Man City,Midfielder,4.9,0.1,0.53,2.11,40,2.7,2.67
McAtee,Man City,Midfielder,4.6,0.1,1.34,0.03,18,2.3,2.67
Ortega Moreno,Man City,Goalkeeper,5.2,0.6,0.0,0.0,25,0.0,2.67
Rodrigo,Man City,Midfielder,6.2,0.8,0.0,0.09,2,0.0,2.67
Rúben,Man City,Defender,5.4,2.2,1.12,0.75,34,0.0,2.67
Stones,Man City,Defender,5.3,1.1,0.6,0.17,29,2.7,2.67
Walker,Man City,Defender,5.1,2.7,0.12,1.34,13,0.0,2.67
Savinho,Man City,Midfielder,6.2,2.4,3.55,5.25,83,3.7,2.67
O’Reilly,Man City,Midfielder,4.9,0.0,0.03,0.0,2,0.3,2.67
Gündogan,Man City,Midfielder,6.3,0.4,1.59,2.95,46,2.7,2.67
Kaboré,Man City,Defender,4.5,0.0,0.0,0.0,0,0.0,2.67
Wright,Man City,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.67
Simpson-Pusey,Man City,Defender,4.0,0.0,0.0,0.01,1,0.0,2.67
Wilson-Esbrand,Man City,Defender,4.0,0.0,0.0,0.0,0,0.0,2.67
Mubama,Man City,Forward,4.5,0.1,0.04,0.0,1,0.0,2.67
Alleyne,Man City,Defender,4.0,0.0,0.0,0.0,0,0.0,2.67
Brits,Man City,Goalkeeper,4.0,0.0,0.0,0.0,0,0.0,2.67
Khusanov,Man City,Defender,5.0,0.1,0.02,0.01,6,2.0,2.67
Vitor Reis,Man City,Defender,4.5,0.0,0.0,0.0,0,0.0,2.67
Guardiola,Man City,Unknown,1.5,1.1,0.0,0.0,22,7.3,2.67
Marmoush,Man City,Forward,7.1,6.1,0.88,0.58,21,7.0,2.67
N.Gonzalez,Man City,Midfielder,6.0,0.0,0.0,0.04,3,3.0,2.67
Amad,Man Utd,Midfielder,5.5,14.7,4.12,3.42,107,1.7,3.67
Antony,Man Utd,Midfielder,5.7,0.2,0.6,0.21,8,0.0,3.67
B.Fernandes,Man Utd,Midfielder,8.3,8.3,7.86,4.59,106,2.0,3.67
Bayindir,Man Utd,Goalkeeper,4.3,0.1,0.0,0.0,0,0.0,3.67
Casemiro,Man Utd,Midfielder,4.7,0.4,1.25,1.73,33,0.3,3.67
Dalot,Man Utd,Defender,5.0,5.5,1.69,1.69,65,3.3,3.67
Eriksen,Man Utd,Midfielder,5.2,0.2,0.12,1.56,24,0.3,3.67
Evans,Man Utd,Defender,4.4,0.1,0.08,0.02,14,0.0,3.67
Garnacho,Man Utd,Midfielder,5.9,4.7,5.57,1.34,63,2.3,3.67
Hannibal,Man Utd,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.67
Heaton,Man Utd,Goalkeeper,3.9,0.3,0.0,0.0,0,0.0,3.67
Højlund,Man Utd,Forward,6.9,1.0,2.35,0.79,46,1.3,3.67
Lindelof,Man Utd,Defender,4.3,0.1,0.0,0.04,4,0.0,3.67
Maguire,Man Utd,Defender,4.9,0.6,0.61,0.21,26,3.3,3.67
